Integer|*Numero;String|Pais;Integer|NumeroDelPais;
1965               |SaudiArabia        |56                 
1966               |Jamaica            |69                 
1967               |St.Helena          |101                
1968               |Latvia             |52                 
1969               |Korea              |90                 
1970               |CentralAfrican     |99                 
1971               |Congo              |206                
1972               |Austria            |132                
1973               |PierreandMiquelon  |35                 
1974               |Pitcairn           |212                
1975               |Bahrain            |64                 
1976               |Colombia           |102                
1977               |Ecuador            |110                
1978               |Lithuania          |11                 
1979               |Bahrain            |101                
1980               |Eritrea            |115                
1981               |Ghana              |166                
1982               |SriLanka           |101                
1983               |Macedonia          |233                
1984               |China              |195                
1985               |Singapore          |194                
1986               |Chad               |51                 
1987               |India              |229                
1988               |SaintVincent       |106                
1989               |SaintKittsandNevis |189                
1990               |Lithuania          |28                 
1991               |Niger              |37                 
1992               |France             |113                
1993               |FalklandIslands    |113                
1994               |TrinidadTobago     |0                  
1995               |SyrianArabRepublic |232                
1996               |Latvia             |162                
1997               |Sweden             |42                 
1998               |Anguilla           |219                
1999               |Martinique         |18                 
2000               |Bulgaria           |153                
2001               |Mali               |209                
2002               |Mongolia           |197                
2003               |Uruguay            |37                 
2004               |Somalia            |126                
2005               |SouthAfrica        |0                  
2006               |Madagascar         |119                
2007               |Romania            |87                 
2008               |Barbados           |120                
2009               |PierreandMiquelon  |43                 
2010               |DominicanRepublic  |193                
2011               |Iraq               |206                
2012               |Qatar              |162                
2013               |DominicanRepublic  |183                
2014               |Lesotho            |234                
2015               |Belize             |101                
2016               |SaudiArabia        |31                 
2017               |Hungary            |181                
2018               |Jordan             |214                
2019               |Barbados           |205                
2020               |Congo              |41                 
2021               |HongKong           |189                
2022               |Namibia            |136                
2023               |Austria            |112                
2024               |Sudan              |234                
2025               |Bulgaria           |158                
2026               |Lao                |112                
2027               |Finland            |113                
2028               |Mozambique         |117                
2029               |Cameroon           |202                
2030               |Thailand           |98                 
2031               |PierreandMiquelon  |228                
2032               |Coted'Ivoire       |195                
2033               |Norway             |215                
2034               |Cameroon           |22                 
2035               |Nauru              |114                
2036               |Korea              |231                
2037               |Italy              |85                 
2038               |Tuvalu             |152                
2039               |Tuvalu             |10                 
2040               |Samoa              |68                 
2041               |Singapore          |18                 
2042               |Yemen              |156                
2043               |Tajikistan         |129                
2044               |Indonesia          |213                
2045               |AntiguaandBarbuda  |158                
2046               |Djibouti           |138                
2047               |Iceland            |184                
2048               |Bermuda            |186                
2049               |WesternSahara      |172                
2050               |Botswana           |19                 
2051               |Barbados           |183                
2052               |Madagascar         |233                
2053               |Venezuela          |84                 
2054               |Holy See           |135                
2055               |Yugoslavia         |102                
2056               |UnitedStates       |119                
2057               |Comoros            |82                 
2058               |Guadeloupe         |150                
2059               |SolomonIslands     |77                 
2060               |SriLanka           |202                
2061               |Malawi             |12                 
2062               |SaoTomePrincipe    |170                
2063               |Macau              |105                
2064               |Samoa              |6                  
2065               |Guatemala          |47                 
2066               |Guatemala          |12                 
2067               |Romania            |157                
2068               |Lithuania          |32                 
2069               |BruneiDarussalam   |76                 
2070               |LibyanJamahiriya   |185                
2071               |Latvia             |47                 
2072               |BritishIndianOcean |161                
2073               |Andorra            |105                
2074               |Kuwait             |128                
2075               |Vietnam            |54                 
2076               |Guyana             |96                 
2077               |Hungary            |152                
2078               |Singapore          |117                
2079               |SaudiArabia        |2                  
2080               |Korea              |190                
2081               |Eritrea            |43                 
2082               |AntiguaandBarbuda  |183                
2083               |Haiti              |55                 
2084               |Puerto Rico        |41                 
2085               |Jordan             |219                
2086               |Uzbekistan         |172                
2087               |Tokelau            |70                 
2088               |Luxembourg         |0                  
2089               |Lao                |121                
2090               |SvalbardJanMayen   |5                  
2091               |Greenland          |88                 
2092               |UnitedStatesMinor  |184                
2093               |Italy              |192                
2094               |Guyana             |134                
2095               |Ethiopia           |170                
2096               |SolomonIslands     |134                
2097               |Holy See           |235                
2098               |Niger              |173                
2099               |Nauru              |206                
2100               |Mozambique         |71                 
2101               |TurksCaicos        |18                 
2102               |India              |104                
2103               |FranceMetropolitan |149                
2104               |Indonesia          |178                
2105               |Puerto Rico        |178                
2106               |FalklandIslands    |120                
2107               |NorfolkIsland      |147                
2108               |UnitedArabEmirates |13                 
2109               |Dominica           |53                 
2110               |Cocos(Keeling)     |150                
2111               |Austria            |97                 
2112               |Cocos(Keeling)     |171                
2113               |Swaziland          |104                
2114               |Chad               |211                
2115               |Croatia            |117                
2116               |TurksCaicos        |217                
2117               |Bangladesh         |25                 
2118               |SaintKittsandNevis |120                
2119               |SolomonIslands     |27                 
2120               |Hungary            |58                 
2121               |Bulgaria           |184                
2122               |SouthAfrica        |187                
2123               |NetherlandsAntilles|99                 
2124               |Bermuda            |79                 
2125               |Lao                |78                 
2126               |Liechtenstein      |202                
2127               |WallisandFutuna    |144                
2128               |Belgium            |55                 
2129               |Haiti              |28                 
2130               |Niger              |127                
2131               |Moldova            |192                
2132               |Antarctica         |91                 
2133               |MarshallIslands    |235                
2134               |MarshallIslands    |123                
2135               |BritishIndianOcean |25                 
2136               |Gibraltar          |230                
2137               |Guinea-Bissau      |92                 
2138               |AntiguaandBarbuda  |5                  
2139               |Bahrain            |196                
2140               |ChristmasIsland    |150                
2141               |Mozambique         |80                 
2142               |Paraguay           |60                 
2143               |Togo               |234                
2144               |Philippines        |22                 
2145               |Swaziland          |50                 
2146               |UnitedArabEmirates |185                
2147               |PierreandMiquelon  |64                 
2148               |Turkmenistan       |174                
2149               |Latvia             |134                
2150               |Latvia             |66                 
2151               |Poland             |52                 
2152               |CzechRepublic      |196                
2153               |Barbados           |236                
2154               |Aruba              |82                 
2155               |Spain              |195                
2156               |Somalia            |57                 
2157               |Korea              |87                 
2158               |Hungary            |100                
2159               |Latvia             |185                
2160               |Mozambique         |176                
2161               |Iceland            |201                
2162               |Bolivia            |234                
2163               |Korea              |65                 
2164               |Monaco             |219                
2165               |Kuwait             |13                 
2166               |Italy              |201                
2167               |SaintVincent       |40                 
2168               |Grenada            |44                 
2169               |Niger              |4                  
2170               |Myanmar            |119                
2171               |Seychelles         |80                 
2172               |Moldova            |108                
2173               |Jordan             |169                
2174               |Rwanda             |189                
2175               |Lithuania          |158                
2176               |Kuwait             |2                  
2177               |Mauritania         |219                
2178               |NorfolkIsland      |182                
2179               |Bermuda            |225                
2180               |Kenya              |41                 
2181               |Israel             |120                
2182               |TrinidadTobago     |33                 
2183               |Togo               |129                
2184               |Palau              |76                 
2185               |CentralAfrican     |145                
2186               |Korea              |19                 
2187               |NewZealand         |61                 
2188               |Mauritius          |52                 
2189               |Denmark            |202                
2190               |Seychelles         |15                 
2191               |TurksCaicos        |13                 
2192               |BritishIndianOcean |93                 
2193               |Tuvalu             |232                
2194               |Namibia            |93                 
2195               |Lebanon            |218                
2196               |PierreandMiquelon  |226                
2197               |Jordan             |208                
2198               |Philippines        |184                
2199               |Zambia             |232                
2200               |Lithuania          |99                 
2201               |Israel             |180                
2202               |Tanzania           |9                  
2203               |Jordan             |74                 
2204               |Puerto Rico        |202                
2205               |Japan              |228                
2206               |Niger              |172                
2207               |SanMarino          |145                
2208               |Qatar              |70                 
2209               |Yugoslavia         |1                  
2210               |Congo              |139                
2211               |Qatar              |82                 
2212               |Pitcairn           |28                 
2213               |SolomonIslands     |15                 
2214               |Haiti              |196                
2215               |Montserrat         |100                
2216               |Singapore          |3                  
2217               |MarshallIslands    |42                 
2218               |Suriname           |149                
2219               |Lesotho            |82                 
2220               |FrenchGuiana       |42                 
2221               |Belarus            |129                
2222               |Azerbaijan         |167                
2223               |Grenada            |208                
2224               |FrenchGuiana       |219                
2225               |Nauru              |142                
2226               |Malaysia           |39                 
2227               |PapuaNewGuinea     |173                
2228               |Iran               |78                 
2229               |SaoTomePrincipe    |69                 
2230               |Mayotte            |166                
2231               |NewZealand         |181                
2232               |SriLanka           |115                
2233               |FaroeIslands       |201                
2234               |ElSalvador         |167                
2235               |Gibraltar          |182                
2236               |Guatemala          |88                 
2237               |Anguilla           |24                 
2238               |SaoTomePrincipe    |99                 
2239               |Mexico             |17                 
2240               |Netherlands        |155                
2241               |Barbados           |22                 
2242               |Azerbaijan         |117                
2243               |Bahamas            |218                
2244               |Kiribati           |50                 
2245               |Albania            |208                
2246               |Kyrgyzstan         |227                
2247               |Bermuda            |5                  
2248               |Azerbaijan         |139                
2249               |Netherlands        |153                
2250               |Cocos(Keeling)     |210                
2251               |AntiguaandBarbuda  |168                
2252               |Estonia            |17                 
2253               |Philippines        |233                
2254               |Poland             |164                
2255               |Australia          |57                 
2256               |Grenada            |37                 
2257               |Togo               |145                
2258               |Chad               |64                 
2259               |Vietnam            |7                  
2260               |Yugoslavia         |125                
2261               |Guyana             |31                 
2262               |Hungary            |194                
2263               |RussianFederation  |119                
2264               |Dominica           |1                  
2265               |Yemen              |204                
2266               |Nauru              |58                 
2267               |France             |25                 
2268               |Chile              |226                
2269               |SaintVincent       |155                
2270               |Belize             |35                 
2271               |CentralAfrican     |43                 
2272               |Jordan             |172                
2273               |Haiti              |84                 
2274               |Tuvalu             |6                  
2275               |Morocco            |45                 
2276               |Kuwait             |28                 
2277               |Iran               |129                
2278               |Taiwan             |102                
2279               |WesternSahara      |105                
2280               |BouvetIsland       |194                
2281               |Uganda             |147                
2282               |Uganda             |77                 
2283               |CaymanIslands      |144                
2284               |Panama             |137                
2285               |Monaco             |45                 
2286               |Yugoslavia         |68                 
2287               |MarshallIslands    |156                
2288               |Kuwait             |91                 
2289               |Fiji               |66                 
2290               |SaintKittsandNevis |104                
2291               |Cyprus             |190                
2292               |Namibia            |42                 
2293               |HongKong           |20                 
2294               |Brazil             |142                
2295               |CapeVerde          |148                
2296               |Turkmenistan       |209                
2297               |Benin              |87                 
2298               |Cocos(Keeling)     |3                  
2299               |Sweden             |36                 
2300               |Afghanistan        |122                
2301               |Samoa              |105                
2302               |Poland             |75                 
2303               |Malta              |142                
2304               |Jamaica            |82                 
2305               |Zambia             |143                
2306               |Martinique         |161                
2307               |Tanzania           |85                 
2308               |Guam               |38                 
2309               |Korea              |178                
2310               |Vietnam            |47                 
2311               |RussianFederation  |78                 
2312               |Tokelau            |197                
2313               |Georgia            |100                
2314               |Ecuador            |211                
2315               |EquatorialGuinea   |106                
2316               |Chad               |69                 
2317               |Vanuatu            |123                
2318               |Liechtenstein      |78                 
2319               |BruneiDarussalam   |27                 
2320               |Cambodia           |4                  
2321               |Belarus            |209                
2322               |SouthGeorgia       |17                 
2323               |Fiji               |13                 
2324               |Norway             |11                 
2325               |Nauru              |173                
2326               |Bhutan             |126                
2327               |Azerbaijan         |200                
2328               |Ethiopia           |123                
2329               |Sweden             |143                
2330               |Lithuania          |70                 
2331               |ElSalvador         |29                 
2332               |Oman               |201                
2333               |Tokelau            |162                
2334               |Lebanon            |79                 
2335               |Dominica           |49                 
2336               |SaintVincent       |30                 
2337               |Algeria            |102                
2338               |Vietnam            |195                
2339               |Malaysia           |51                 
2340               |Niger              |77                 
2341               |United Kingdom     |176                
2342               |NorfolkIsland      |195                
2343               |CaymanIslands      |210                
2344               |Palau              |12                 
2345               |Algeria            |127                
2346               |CaymanIslands      |209                
2347               |FrenchTerretory    |69                 
2348               |Pakistan           |213                
2349               |Guadeloupe         |89                 
2350               |Morocco            |159                
2351               |Liberia            |8                  
2352               |Qatar              |196                
2353               |SyrianArabRepublic |10                 
2354               |Maldives           |190                
2355               |Malaysia           |133                
2356               |Djibouti           |234                
2357               |FrenchTerretory    |68                 
2358               |United Kingdom     |148                
2359               |Guinea             |18                 
2360               |Hungary            |149                
2361               |SvalbardJanMayen   |110                
2362               |Uzbekistan         |145                
2363               |CookIslands        |219                
2364               |Slovakia           |50                 
2365               |Cocos(Keeling)     |143                
2366               |Norway             |44                 
2367               |MarshallIslands    |152                
2368               |Andorra            |198                
2369               |Liberia            |152                
2370               |Paraguay           |4                  
2371               |Thailand           |149                
2372               |Fiji               |217                
2373               |Nicaragua          |18                 
2374               |UnitedArabEmirates |48                 
2375               |Liechtenstein      |129                
2376               |Japan              |198                
2377               |St.Helena          |196                
2378               |Estonia            |44                 
2379               |France             |162                
2380               |Anguilla           |48                 
2381               |Tunisia            |106                
2382               |Tokelau            |145                
2383               |Hungary            |78                 
2384               |France             |191                
2385               |Mozambique         |108                
2386               |Afghanistan        |70                 
2387               |Guinea             |32                 
2388               |BosniaHerzegowina  |19                 
2389               |Zambia             |191                
2390               |Malaysia           |54                 
2391               |Guatemala          |141                
2392               |Coted'Ivoire       |147                
2393               |Bahrain            |18                 
2394               |CookIslands        |65                 
2395               |Swaziland          |127                
2396               |Chile              |223                
2397               |Austria            |102                
2398               |Congo              |113                
2399               |Algeria            |226                
2400               |Uruguay            |11                 
2401               |Iran               |169                
2402               |Colombia           |147                
2403               |Afghanistan        |76                 
2404               |Canada             |168                
2405               |Cambodia           |124                
2406               |Uzbekistan         |210                
2407               |Paraguay           |142                
2408               |Peru               |94                 
2409               |Philippines        |181                
2410               |Venezuela          |98                 
2411               |SriLanka           |178                
2412               |Maldives           |157                
2413               |Belize             |53                 
2414               |Seychelles         |221                
2415               |Rwanda             |217                
2416               |DominicanRepublic  |39                 
2417               |Reunion            |95                 
2418               |Haiti              |222                
2419               |Zambia             |188                
2420               |BouvetIsland       |136                
2421               |Turkmenistan       |111                
2422               |Mayotte            |63                 
2423               |Myanmar            |141                
2424               |FrenchPolynesia    |181                
2425               |Liechtenstein      |27                 
2426               |CostaRica          |158                
2427               |Ecuador            |120                
2428               |Qatar              |232                
2429               |BouvetIsland       |91                 
2430               |Suriname           |193                
2431               |Palau              |120                
2432               |BosniaHerzegowina  |165                
2433               |Tokelau            |173                
2434               |Martinique         |82                 
2435               |Switzerland        |114                
2436               |Poland             |24                 
2437               |Georgia            |146                
2438               |Holy See           |230                
2439               |Guinea             |6                  
2440               |SriLanka           |68                 
2441               |Brazil             |143                
2442               |Slovenia           |57                 
2443               |Greenland          |74                 
2444               |Moldova            |128                
2445               |Georgia            |157                
2446               |Myanmar            |46                 
2447               |Turkey             |160                
2448               |Canada             |119                
2449               |Estonia            |214                
2450               |Netherlands        |149                
2451               |Nepal              |4                  
2452               |Gambia             |105                
2453               |Azerbaijan         |120                
2454               |Tokelau            |114                
2455               |Guatemala          |175                
2456               |Zimbabwe           |1                  
2457               |SaudiArabia        |227                
2458               |Gibraltar          |178                
2459               |Sweden             |61                 
2460               |EastTimor          |18                 
2461               |HeardMcDonald      |58                 
2462               |Cyprus             |96                 
2463               |FrenchTerretory    |113                
2464               |St.Helena          |185                
2465               |FranceMetropolitan |114                
2466               |SanMarino          |204                
2467               |Mauritius          |208                
2468               |India              |97                 
2469               |NorfolkIsland      |225                
2470               |NorfolkIsland      |157                
2471               |SaintVincent       |91                 
2472               |Iceland            |205                
2473               |Aruba              |60                 
2474               |American Samoa     |127                
2475               |Seychelles         |29                 
2476               |Liechtenstein      |176                
2477               |FaroeIslands       |125                
2478               |Lao                |216                
2479               |Rwanda             |85                 
2480               |FrenchPolynesia    |139                
2481               |UnitedStates       |203                
2482               |Malta              |42                 
2483               |Macedonia          |16                 
2484               |FranceMetropolitan |190                
2485               |Tajikistan         |17                 
2486               |SolomonIslands     |217                
2487               |Greenland          |43                 
2488               |Malaysia           |16                 
2489               |Indonesia          |134                
2490               |Maldives           |126                
2491               |Singapore          |108                
2492               |Mexico             |185                
2493               |Tanzania           |83                 
2494               |Croatia            |166                
2495               |United Kingdom     |197                
2496               |SaintVincent       |130                
2497               |Chad               |79                 
2498               |Puerto Rico        |8                  
2499               |Switzerland        |131                
2500               |Benin              |142                
2501               |Macau              |10                 
2502               |Congo              |19                 
2503               |Bhutan             |13                 
2504               |NewCaledonia       |73                 
2505               |MarshallIslands    |97                 
2506               |Kuwait             |25                 
2507               |Senegal            |122                
2508               |Jordan             |209                
2509               |SolomonIslands     |29                 
2510               |SaoTomePrincipe    |169                
2511               |Nepal              |12                 
2512               |CapeVerde          |192                
2513               |Botswana           |170                
2514               |Guam               |123                
2515               |Eritrea            |73                 
2516               |Ethiopia           |61                 
2517               |Oman               |5                  
2518               |Moldova            |165                
2519               |ChristmasIsland    |47                 
2520               |FrenchGuiana       |118                
2521               |Tokelau            |11                 
2522               |Italy              |120                
2523               |Ghana              |16                 
2524               |ElSalvador         |201                
2525               |SolomonIslands     |99                 
2526               |Guinea-Bissau      |226                
2527               |Venezuela          |225                
2528               |PierreandMiquelon  |53                 
2529               |Aruba              |35                 
2530               |WallisandFutuna    |183                
2531               |American Samoa     |70                 
2532               |Cocos(Keeling)     |124                
2533               |Malawi             |165                
2534               |American Samoa     |199                
2535               |Jordan             |42                 
2536               |Macau              |182                
2537               |Chad               |63                 
2538               |Mayotte            |21                 
2539               |Thailand           |100                
2540               |Chile              |186                
2541               |Lesotho            |218                
2542               |Mozambique         |89                 
2543               |Grenada            |32                 
2544               |EquatorialGuinea   |203                
2545               |Nepal              |65                 
2546               |UnitedArabEmirates |216                
2547               |Liberia            |98                 
2548               |Colombia           |64                 
2549               |Tunisia            |156                
2550               |Nauru              |6                  
2551               |Switzerland        |113                
2552               |CostaRica          |133                
2553               |Cocos(Keeling)     |35                 
2554               |Denmark            |25                 
2555               |Hungary            |51                 
2556               |Macedonia          |126                
2557               |Burundi            |63                 
2558               |Iran               |36                 
2559               |Cambodia           |181                
2560               |Madagascar         |115                
2561               |Spain              |172                
2562               |UnitedStatesMinor  |221                
2563               |Lithuania          |102                
2564               |Honduras           |142                
2565               |Poland             |45                 
2566               |Gabon              |88                 
2567               |Guam               |134                
2568               |Paraguay           |49                 
2569               |Kiribati           |132                
2570               |Moldova            |205                
2571               |Japan              |217                
2572               |Micronesia         |206                
2573               |Lesotho            |33                 
2574               |France             |192                
2575               |Bangladesh         |138                
2576               |Bhutan             |13                 
2577               |SaoTomePrincipe    |95                 
2578               |FranceMetropolitan |126                
2579               |Korea              |90                 
2580               |BritishIndianOcean |73                 
2581               |Bulgaria           |150                
2582               |CentralAfrican     |236                
2583               |BosniaHerzegowina  |3                  
2584               |Italy              |53                 
2585               |Pitcairn           |166                
2586               |Indonesia          |67                 
2587               |Eritrea            |72                 
2588               |Cocos(Keeling)     |170                
2589               |Vanuatu            |118                
2590               |CookIslands        |23                 
2591               |CzechRepublic      |163                
2592               |France             |33                 
2593               |Turkey             |221                
2594               |BurkinaFaso        |39                 
2595               |Mongolia           |222                
2596               |AntiguaandBarbuda  |195                
2597               |Zimbabwe           |209                
2598               |Nigeria            |39                 
2599               |FalklandIslands    |21                 
2600               |CostaRica          |29                 
2601               |Comoros            |48                 
2602               |Turkmenistan       |112                
2603               |Uzbekistan         |77                 
2604               |Angola             |0                  
2605               |Moldova            |141                
2606               |Ecuador            |224                
2607               |Canada             |140                
2608               |Zimbabwe           |127                
2609               |Luxembourg         |217                
2610               |Micronesia         |116                
2611               |Hungary            |142                
2612               |Tajikistan         |197                
2613               |ElSalvador         |235                
2614               |Botswana           |166                
2615               |Kenya              |56                 
2616               |SolomonIslands     |8                  
2617               |Mayotte            |71                 
2618               |BurkinaFaso        |150                
2619               |Nicaragua          |128                
2620               |Martinique         |178                
2621               |Puerto Rico        |38                 
2622               |Finland            |170                
2623               |Myanmar            |138                
2624               |Tuvalu             |135                
2625               |TrinidadTobago     |166                
2626               |Holy See           |122                
2627               |Cyprus             |166                
2628               |Tokelau            |91                 
2629               |China              |38                 
2630               |Estonia            |21                 
2631               |EquatorialGuinea   |147                
2632               |FranceMetropolitan |112                
2633               |Jordan             |123                
2634               |FrenchGuiana       |116                
2635               |SouthGeorgia       |127                
2636               |Montserrat         |188                
2637               |Spain              |156                
2638               |Mauritania         |183                
2639               |Vietnam            |215                
2640               |EquatorialGuinea   |192                
2641               |Romania            |105                
2642               |HongKong           |143                
2643               |Pitcairn           |101                
2644               |Burundi            |27                 
2645               |Palau              |225                
2646               |Cocos(Keeling)     |177                
2647               |FrenchTerretory    |101                
2648               |Haiti              |80                 
2649               |CaymanIslands      |35                 
2650               |Cyprus             |70                 
2651               |Monaco             |47                 
2652               |Pakistan           |100                
2653               |Turkmenistan       |139                
2654               |Angola             |183                
2655               |Burundi            |114                
2656               |NewZealand         |206                
2657               |Guinea-Bissau      |225                
2658               |FrenchGuiana       |146                
2659               |Oman               |152                
2660               |TrinidadTobago     |44                 
2661               |Puerto Rico        |43                 
2662               |Angola             |203                
2663               |Belgium            |83                 
2664               |Senegal            |87                 
2665               |Niue               |211                
2666               |Venezuela          |9                  
2667               |FalklandIslands    |215                
2668               |Eritrea            |199                
2669               |Bulgaria           |191                
2670               |Greece             |47                 
2671               |Sudan              |209                
2672               |Paraguay           |61                 
2673               |Philippines        |178                
2674               |Azerbaijan         |52                 
2675               |Bermuda            |111                
2676               |Cuba               |14                 
2677               |Yemen              |220                
2678               |Turkmenistan       |182                
2679               |Macau              |38                 
2680               |Burundi            |82                 
2681               |Belize             |92                 
2682               |Kazakhstan         |4                  
2683               |SouthGeorgia       |78                 
2684               |Nauru              |152                
2685               |Guinea-Bissau      |30                 
2686               |Slovenia           |59                 
2687               |TurksCaicos        |124                
2688               |Tuvalu             |0                  
2689               |Yugoslavia         |65                 
2690               |Uruguay            |199                
2691               |France             |140                
2692               |Macedonia          |194                
2693               |BritishIndianOcean |62                 
2694               |China              |204                
2695               |Comoros            |82                 
2696               |Singapore          |103                
2697               |Qatar              |54                 
2698               |Austria            |163                
2699               |Latvia             |7                  
2700               |Tonga              |114                
2701               |Cyprus             |74                 
2702               |Antarctica         |85                 
2703               |Norway             |232                
2704               |Luxembourg         |236                
2705               |Guinea             |62                 
2706               |Namibia            |172                
2707               |Hungary            |90                 
2708               |Colombia           |229                
2709               |BruneiDarussalam   |213                
2710               |Kyrgyzstan         |55                 
2711               |NewZealand         |121                
2712               |SyrianArabRepublic |78                 
2713               |Greenland          |215                
2714               |Gabon              |169                
